uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
55885,Allan Saint-Maximin,IF,TOTW9,216388,84,16,27,-1,-1,5505024,0,65536,0,28,30,0,0,0,4,4,91,91,97,94,83,83,77,79,46,86,27,81,81,86,78,94,76,62,62,68,81,35,88,68,29,27,71,81,61,10,10,10,10,10
55886,Donovan Léon,IF,TOTW9,205377,83,0,-1,-1,-1,0,2,0,0,1,0,0,0,0,0,2,62,60,42,53,71,34,78,66,26,48,26,15,43,19,20,14,19,18,13,34,36,10,50,34,10,19,18,16,22,84,81,80,85,83
55887,Japhet Tanganga,IF,TOTW9,236600,83,5,3,-1,-1,35840,0,0,0,11,12,13,0,0,1,3,74,87,80,78,91,65,93,82,93,84,82,64,71,78,77,77,38,44,81,67,81,83,71,67,83,82,49,65,61,10,10,10,10,10
55888,Kwame Poku,IF,TOTW9,251028,83,12,18,23,-1,4521984,0,0,0,25,26,33,0,0,2,3,96,89,99,97,68,91,58,73,46,75,55,80,83,79,78,82,83,69,44,73,82,58,80,73,65,53,74,75,70,10,10,10,10,10
55889,Marvin Friedrich,IF,TOTW9,222493,83,5,-1,-1,-1,134242304,0,0,0,11,0,0,0,0,1,2,65,83,50,64,85,64,92,86,82,84,83,41,70,71,51,53,49,31,88,81,78,80,74,81,91,89,44,47,48,10,10,10,10,10
55890,Nicolas Milanovic,IF,TOTW9,257326,83,12,16,23,25,4259856,0,0,0,27,30,43,0,0,2,3,91,93,87,79,74,97,76,72,62,71,45,83,76,86,64,87,91,72,70,65,80,50,78,65,52,44,75,82,64,10,10,10,10,10
55891,Kasper Dolberg,IF,TOTW9,228687,83,25,-1,-1,-1,18874385,0,0,0,42,44,0,0,0,2,4,77,89,79,70,92,75,89,81,41,83,28,83,81,84,57,79,87,80,91,63,85,35,88,63,30,23,84,84,85,10,10,10,10,10
55892,Lamine Fanne Dabo,IF,TOTW9,275067,83,10,-1,-1,-1,8288,0,0,0,14,0,0,0,0,1,3,82,83,88,88,77,81,88,77,80,66,78,63,79,83,55,85,65,44,66,86,91,81,76,86,87,88,52,51,49,10,10,10,10,10
55893,Ismael Saibari,IF,TOTW9,259480,83,14,18,23,-1,2424832,0,0,0,21,31,33,0,0,3,4,86,92,84,85,80,80,91,85,72,77,55,80,86,89,77,86,77,64,51,76,82,57,84,76,57,48,72,78,64,10,10,10,10,10
55894,Hugo Ekitike,IF,TOTW9,257289,83,25,-1,-1,-1,196624,0,0,0,41,42,0,0,0,3,3,89,93,80,75,94,74,77,80,68,76,23,83,72,87,59,86,87,56,95,61,80,31,84,61,22,20,69,67,71,10,10,10,10,10
55895,Mateo Retegui, SBC,N\A,241850,87,25,-1,-1,-1,2097174,0,524288,0,144,42,43,144,0,2,4,85,89,81,81,90,85,96,90,73,90,45,96,83,89,64,82,92,64,98,82,86,48,89,82,41,39,81,76,81,10,10,10,10,10
55896,Harry Kane,Bundes POTM SBC,N\A,202126,92,25,-1,-1,-1,17301680,0,1,0,141,42,43,141,0,2,4,71,73,68,75,91,79,90,96,84,94,44,96,88,89,82,84,97,71,95,90,88,48,96,90,48,40,91,84,95,10,10,10,10,10
55897,Thibaut Courtois,Track Stars,TrackStars,192119,90,0,-1,-1,-1,268435456,1,0,2,102,1,102,0,0,1,3,44,54,63,45,68,38,70,88,23,66,15,13,44,23,14,13,14,20,13,35,33,20,57,35,18,16,12,19,27,86,90,77,91,90
55898,Rúben Santos Gato Alves Dias,Track Stars,N\A,239818,89,5,-1,-1,-1,20816,0,32768,0,113,11,12,113,0,2,4,78,81,66,60,89,80,94,95,89,92,88,50,67,80,57,69,39,50,89,86,90,91,90,86,92,89,41,48,58,10,10,10,10,10
55899,DaMarcus Beasley,Track Stars Hero SBC,N\A,39386,88,16,7,27,-1,9109504,0,4194304,0,130,29,130,9,39,2,4,93,94,89,86,86,94,76,86,76,85,76,83,85,88,81,90,82,86,70,82,83,83,77,82,82,80,78,84,82,10,10,10,10,10
55900,Theo Hernández,Track Stars,TrackStars,232656,89,7,16,-1,-1,79831040,0,32768,0,109,8,10,109,29,3,3,97,97,85,84,97,94,91,87,88,82,82,84,78,87,87,86,75,78,80,73,84,80,91,73,88,82,84,83,78,10,10,10,10,10
55901,Granit Xhaka,Track Stars,TrackStars,199503,87,10,14,-1,-1,24741,0,32768,0,114,16,114,18,21,3,4,80,80,76,78,76,88,90,87,96,82,83,78,85,84,78,74,68,79,71,91,90,86,92,91,83,82,56,81,66,10,10,10,10,10
55902,Ane Elexpuru Añorga,Track Stars,N\A,272125,84,3,12,-1,-1,4915713,0,67108864,0,106,3,5,106,25,3,3,93,92,92,87,86,80,73,70,55,78,82,79,83,87,89,83,80,75,71,84,81,81,78,84,91,81,79,86,60,10,10,10,10,10
55903,Alphonso Davies,Track Stars,TrackStars,234396,87,7,16,-1,-1,4211200,0,131072,0,109,8,10,109,27,3,3,98,97,88,88,92,85,81,85,78,81,85,83,82,86,88,88,69,47,74,76,87,75,80,76,79,78,63,77,58,10,10,10,10,10
55904,Asisat Oshoala,Track Stars,TrackStars,246629,87,25,-1,-1,-1,20971524,0,131072,0,142,41,43,44,142,3,4,94,93,92,87,92,81,95,84,78,80,52,84,77,84,80,88,92,77,80,79,82,46,80,79,48,50,87,78,74,10,10,10,10,10
55905,Mayra Ramírez,Track Stars,TrackStars,272001,87,25,-1,-1,-1,147390465,0,33554432,0,144,41,42,144,0,3,3,93,94,95,90,98,97,91,85,76,85,27,85,87,88,81,89,88,67,90,70,84,38,86,70,30,41,84,73,81,10,10,10,10,10
55906,Salma Celeste Paralluelo Ayingono,Track Stars,TrackStars,269404,87,27,16,25,-1,4259857,0,8388608,0,139,38,139,30,41,3,4,95,96,94,83,96,85,94,81,60,83,50,81,83,87,78,86,90,74,90,80,83,51,90,80,51,50,84,88,70,10,10,10,10,10
55907,Iñigo Martínez Berridi,Track Stars,TrackStars,204525,87,5,-1,-1,-1,11392,0,16384,0,111,12,13,111,0,1,3,80,82,77,75,96,76,90,92,93,80,86,58,61,84,60,55,47,78,86,88,82,87,89,88,88,90,41,80,43,10,10,10,10,10
55908,Tabitha Chawinga,Track Stars,TrackStars,278219,86,25,16,27,-1,21168129,0,0,0,141,43,141,38,39,3,3,95,97,86,84,94,85,95,81,44,82,32,89,70,89,71,88,87,60,80,57,81,29,81,57,40,32,76,74,71,10,10,10,10,10
55909,Federico Chiesa,Track Stars,TrackStars,235805,86,23,12,25,27,21233665,0,131072,0,135,36,135,43,39,3,4,94,95,92,88,82,88,76,86,78,84,55,86,78,85,76,89,86,63,56,77,79,52,88,77,52,50,86,79,63,10,10,10,10,10
55910,Becky Sauerbrunn,Track Stars,TrackStars,226177,86,5,10,-1,-1,37920,0,134217728,0,111,12,13,111,0,1,3,82,78,78,80,90,78,94,82,82,86,86,51,62,75,52,66,45,37,84,64,72,93,46,64,88,85,38,47,44,10,10,10,10,10
55911,Moussa Diaby,Track Stars,TrackStars,241852,86,12,18,23,25,68026368,0,4194304,0,123,25,26,123,43,3,3,97,97,95,96,78,96,50,85,85,82,52,84,81,87,80,90,85,60,45,76,80,52,80,76,38,50,71,76,51,10,10,10,10,10
55912,Sergej Milinkovic-Savic,Track Stars,TrackStars,223848,86,14,10,-1,-1,159907888,0,0,0,118,19,21,118,16,3,5,81,83,76,78,90,94,92,84,81,85,80,82,82,88,72,86,83,80,87,87,87,78,84,87,80,83,75,82,60,10,10,10,10,10
55913,Micky van de Ven,Track Stars,TrackStars,264453,86,5,-1,-1,-1,33572992,0,0,0,112,11,13,112,0,2,3,83,95,64,60,94,80,90,84,83,86,87,53,60,80,63,77,48,37,79,81,84,87,53,81,88,87,52,40,43,10,10,10,10,10
55914,Anthony Gordon,Track Stars,TrackStars,242964,85,27,16,-1,-1,4391425,0,0,0,139,139,27,30,0,3,3,93,95,82,80,81,90,68,85,80,85,41,83,82,83,84,86,83,80,63,69,81,51,81,69,58,51,77,83,68,10,10,10,10,10
55915,Duván Zapata,Track Stars,TrackStars,215333,85,25,-1,-1,-1,153092117,0,0,0,141,42,44,141,0,3,4,85,81,84,81,98,81,98,84,83,85,21,90,72,85,48,83,88,64,92,59,76,47,91,59,25,23,82,57,78,10,10,10,10,10
55916,Karim Adeyemi,Track Stars,TrackStars,251852,84,16,12,25,27,168165376,0,4194304,0,127,30,127,26,0,3,4,98,98,92,88,96,88,75,83,65,84,37,84,77,85,76,88,80,67,82,73,80,30,83,73,41,42,78,73,77,10,10,10,10,10
55917,Thierry Rendall Correia,Track Stars,TrackStars,247832,84,3,12,-1,-1,4370432,0,67108864,0,105,3,6,105,25,2,4,95,95,83,80,87,80,80,80,80,80,78,77,74,83,81,85,48,46,63,67,81,78,62,67,82,82,58,80,52,10,10,10,10,10
55918,Moïse Bombito,Track Stars,TrackStars,274536,84,5,7,-1,-1,149568,0,0,0,112,11,13,112,0,1,3,95,93,67,64,88,77,87,78,82,76,81,72,63,76,62,76,67,34,70,69,78,82,49,69,82,78,27,51,39,10,10,10,10,10
55919,Maxence Caqueret,Track Stars,TrackStars,246646,84,14,10,-1,-1,10518624,0,0,0,118,21,118,14,16,2,3,84,83,93,92,74,95,70,85,90,85,87,76,83,84,72,83,66,75,52,87,85,84,70,87,88,80,58,71,77,10,10,10,10,10
55920,Lucimar da Silva Ferreira,Track Stars Hero,TrackStars,266690,91,5,-1,-1,-1,33572880,0,134217728,0,112,11,13,112,0,2,3,83,85,75,70,88,90,93,88,90,84,92,71,65,83,69,76,67,83,94,79,85,93,88,79,93,91,72,64,75,10,10,10,10,10
55921,David Ginola,Track Stars Hero,TrackStars,191972,90,25,16,18,27,851972,0,4194304,0,141,141,29,31,33,4,5,92,90,92,85,94,86,90,85,86,93,55,85,93,93,90,93,88,83,88,85,86,54,90,85,50,46,92,89,83,10,10,10,10,10
55922,Jay-Jay Okocha,Track Stars Hero,TrackStars,570,89,18,12,25,-1,18153472,0,4194304,0,132,31,132,25,43,4,4,91,85,94,93,62,85,74,84,44,90,47,88,87,93,81,96,80,94,63,80,83,34,89,80,40,34,82,93,85,10,10,10,10,10
55923,Bixente Lizarazu,Track Stars Hero,TrackStars,5454,89,7,-1,-1,-1,37759616,0,16384,0,110,7,8,9,110,2,3,90,89,88,93,75,92,82,87,88,84,86,78,73,87,87,80,48,52,70,86,85,86,78,86,84,90,66,75,69,10,10,10,10,10
55924,Joe Cole,Track Stars Hero,TrackStars,27,88,23,12,18,27,17629216,0,4194304,0,135,37,135,33,40,3,4,90,89,92,90,83,85,76,82,70,84,53,81,90,92,88,93,86,87,60,77,88,56,82,77,47,42,83,88,74,10,10,10,10,10
55925,Harry Kewell,Track Stars Hero,TrackStars,266801,88,27,16,18,-1,25690628,0,131072,0,138,39,138,27,33,3,3,92,91,88,86,78,80,75,85,60,86,46,84,92,88,92,92,86,80,70,88,88,50,88,88,55,57,86,92,78,10,10,10,10,10
55926,Iván Córdoba,Track Stars Hero,TrackStars,16619,88,5,-1,-1,-1,3088,0,134217728,0,112,11,13,112,0,1,3,88,86,88,92,95,90,86,85,90,83,92,63,47,72,67,58,56,39,93,75,79,89,82,75,91,88,77,39,79,10,10,10,10,10
55927,Landon Donovan,Track Stars Hero,TrackStars,7743,87,18,12,25,-1,17432578,0,4194304,0,133,32,133,25,43,3,4,91,91,88,87,70,95,70,88,70,84,44,89,86,90,80,86,88,81,72,74,86,48,87,74,43,37,83,80,94,10,10,10,10,10
55928,Ludovic Giuly,Track Stars Hero,TrackStars,1551,87,12,23,-1,-1,12911105,0,33554432,0,126,23,126,35,0,4,4,91,90,93,95,50,92,63,85,64,85,47,81,83,86,83,86,84,73,66,78,85,55,87,78,46,48,91,80,76,10,10,10,10,10
55929,Tim Cahill,Track Stars Hero,TrackStars,51412,86,25,14,18,-1,33619989,0,134217728,0,142,41,44,142,32,3,4,85,85,86,88,96,85,90,88,93,82,56,87,77,85,70,81,88,68,96,73,85,65,91,73,58,57,91,74,74,10,10,10,10,10
55930,Javier Zanetti,On This Day SBC,N\A,1041,87,3,7,-1,-1,10490884,0,131072,0,105,3,6,105,9,2,4,88,88,82,84,44,93,70,89,75,87,85,79,85,90,92,81,63,60,78,86,92,81,77,86,84,82,62,62,70,10,10,10,10,10
55931,Lena Oberdorf,Track Stars,N\A,248717,88,10,14,-1,-1,61572,0,2097152,0,114,16,114,19,20,2,4,75,75,74,77,89,82,97,88,97,85,87,79,84,83,71,74,63,66,80,84,85,89,88,84,91,82,64,65,64,10,10,10,10,10
55932,Mathys Tel,Objectives,N\A,268421,85,25,12,16,-1,655363,0,4,0,41,44,26,30,0,3,4,91,93,87,85,86,81,77,73,55,83,25,86,80,85,63,87,88,63,85,67,76,30,95,67,35,40,84,76,72,10,10,10,10,10
55933,Pierre-Emerick Aubameyang,Flashback SBC,N\A,188567,87,25,12,-1,-1,17170438,0,1,0,142,41,43,142,24,3,4,90,96,81,78,86,77,75,88,46,86,50,92,77,87,78,85,89,82,85,70,80,25,86,70,34,41,84,86,85,10,10,10,10,10
55934,Zuriko Davitashvili,Ligue 1 POTM SBC,N\A,271688,84,27,12,16,-1,8585280,0,262144,0,139,139,25,29,30,3,3,90,97,88,87,76,89,80,80,46,86,30,89,87,86,84,87,82,65,54,75,87,34,80,75,43,50,60,90,76,10,10,10,10,10
55935,Erling Haaland,IF,TOTW10,239085,92,25,-1,-1,-1,2129940,0,33554432,0,142,142,0,0,0,2,3,81,95,79,71,93,77,94,96,89,89,44,97,75,85,59,81,97,63,85,67,78,39,95,67,48,30,91,78,91,10,10,10,10,10
55936,Patricia Guijarro Gutiérrez,IF,TOTW10,237289,89,14,10,-1,-1,2883873,0,128,0,21,14,16,0,0,3,4,80,80,83,88,89,80,79,86,73,85,84,81,84,91,70,87,81,67,85,94,91,87,90,94,88,86,59,76,71,10,10,10,10,10
55937,Angelina Alonso Costantino,ShowDown SBC,N\A,267199,87,14,10,16,18,544832,0,65536,0,118,20,118,14,30,3,4,87,86,87,90,85,93,77,88,86,86,82,86,85,88,87,88,74,77,79,88,90,84,87,88,82,83,83,85,72,10,10,10,10,10
55938,Lindsey Horan,SIF,TOTW10,231432,88,14,18,-1,-1,167772301,0,32,0,21,32,0,0,0,3,3,83,80,82,66,95,86,86,89,65,84,71,89,90,90,81,88,85,89,92,92,92,61,91,92,62,51,85,70,72,10,10,10,10,10
55939,André-Franck Zambo Anguissa,Track Stars,N\A,227236,85,10,14,-1,-1,47104,0,8388608,0,114,16,114,19,21,2,4,80,80,81,82,85,96,91,88,86,85,84,84,80,83,68,81,70,51,75,81,84,85,80,81,83,82,58,65,64,10,10,10,10,10
55940,Rosemonde Kouassi,ShowDown SBC,N\A,268262,85,23,12,25,27,42139652,0,4194304,0,137,36,137,24,44,2,4,95,95,94,86,86,80,71,84,75,85,34,87,76,87,75,82,87,65,80,73,86,43,87,73,44,39,79,75,71,10,10,10,10,10
55941,C. Ronaldo dos Santos Aveiro,IF,TOTW10,20801,87,25,-1,-1,-1,185860112,0,4,0,141,44,141,0,0,4,4,76,83,78,63,95,81,80,89,63,94,30,91,79,88,79,79,88,77,90,71,80,25,93,71,33,25,84,80,91,10,10,10,10,10
55942,Geyse da Silva Ferreira,IF,TOTW10,248794,86,12,23,25,-1,22347776,0,0,0,23,35,41,43,0,3,3,94,94,95,95,91,88,93,81,89,84,31,88,81,87,73,87,87,71,92,79,86,41,81,79,35,61,80,84,77,10,10,10,10,10
55943,Amine Gouiri,IF,TOTW10,240753,86,18,16,25,27,17104897,0,0,0,31,30,43,0,0,3,3,88,82,84,79,90,81,82,84,69,86,53,89,87,88,85,89,87,87,82,79,89,54,89,79,49,38,85,89,86,10,10,10,10,10
55944,Sandro Tonali,IF,TOTW10,241096,86,14,10,-1,-1,8405120,0,0,0,20,16,0,0,0,2,4,83,88,82,84,85,81,83,84,85,85,85,76,81,86,80,79,70,83,71,85,87,84,83,85,85,82,69,77,65,10,10,10,10,10
55945,Lucy Bronze,IF,TOTW10,227246,86,3,-1,-1,-1,201329680,0,0,0,6,0,0,0,0,2,3,79,80,74,72,84,83,93,87,83,89,84,74,75,83,87,81,56,74,83,83,84,86,86,83,85,84,67,84,63,10,10,10,10,10
55946,Aubrey Kingsbury,IF,TOTW10,266816,86,0,-1,-1,-1,268435456,10,0,0,1,0,0,0,0,0,2,41,52,53,45,50,23,35,77,23,50,13,13,35,23,10,14,8,12,11,29,22,13,53,29,14,11,7,10,11,87,86,75,87,86
55947,Denzel Dumfries,SIF,TOTW10,233096,86,3,12,-1,-1,12599296,0,0,0,6,23,0,0,0,1,3,82,92,75,66,97,92,92,88,86,80,81,84,69,84,86,80,75,49,90,79,84,81,75,79,84,83,55,78,54,10,10,10,10,10
55948,Marta Vieira da Silva,IF,TOTW10,226890,86,18,12,25,-1,51970048,0,262144,0,31,33,43,0,0,4,4,78,74,82,94,74,86,74,80,76,91,51,88,94,90,87,92,82,86,58,81,84,52,87,81,40,39,91,91,88,10,10,10,10,10
55949,Fran Kirby,IF,TOTW10,227255,86,25,18,23,-1,17104897,0,0,0,44,31,32,37,0,3,4,89,87,91,95,84,72,62,88,48,84,38,90,81,91,77,90,83,76,76,81,86,39,89,81,46,42,90,78,75,10,10,10,10,10
55950,Sara Doorsoun,IF,TOTW10,238470,86,5,-1,-1,-1,4196480,0,0,0,12,13,0,0,0,1,3,76,82,85,83,91,85,85,87,84,82,85,60,77,84,69,73,58,44,83,82,86,88,71,82,87,88,61,67,59,10,10,10,10,10
55951,Brahim Díaz,IF,TOTW10,231410,85,23,12,18,27,851968,0,0,0,37,31,40,0,0,3,5,88,88,92,94,65,74,60,82,48,82,37,83,85,88,79,87,81,64,34,79,87,45,78,79,26,24,68,78,62,10,10,10,10,10
55952,Lucas Digne,IF,TOTW10,200458,84,7,-1,-1,-1,67109384,0,0,0,9,10,0,0,0,2,1,86,80,79,85,89,89,76,83,84,86,83,79,80,84,91,83,65,87,78,78,82,84,88,78,85,86,74,88,65,10,10,10,10,10
55953,Mehdi Taremi,IF,TOTW10,241788,84,18,25,-1,-1,2883584,0,0,0,32,43,0,0,0,3,4,84,82,79,69,86,87,87,87,49,89,26,89,87,89,76,86,89,53,85,72,87,43,80,72,46,28,80,80,90,10,10,10,10,10
55954,Matthew Garbett,IF,TOTW10,255360,83,18,14,-1,-1,524321,0,0,0,33,18,0,0,0,2,3,89,87,94,93,84,91,80,77,82,78,73,81,83,82,75,82,80,78,71,83,86,63,84,83,74,70,69,79,79,10,10,10,10,10
55955,Mathías Olivera,IF,TOTW10,240716,83,5,7,-1,-1,10496,0,0,0,11,9,10,0,0,2,3,79,82,71,40,81,84,77,86,89,75,87,74,70,83,86,79,57,46,76,75,82,85,65,75,84,83,44,76,49,10,10,10,10,10
55956,Ivonne Chacón,IF,TOTW10,272100,83,25,23,-1,-1,393220,0,0,0,42,44,35,0,0,2,2,89,87,57,64,86,74,89,85,63,90,56,88,73,87,58,91,90,76,63,74,95,50,88,74,63,49,70,83,66,10,10,10,10,10
55957,Ayoze Pérez Gutiérrez,IF,TOTW10,215590,83,25,16,18,27,33882144,0,0,0,43,28,30,0,0,3,4,86,82,84,83,89,73,64,82,84,81,54,87,84,86,83,88,84,66,84,81,86,67,79,81,67,46,82,83,81,10,10,10,10,10
55958,Telasco Segovia,IF,TOTW10,260056,83,14,10,-1,-1,10485824,0,0,0,20,14,0,0,0,2,3,87,79,78,81,67,93,70,90,83,81,89,88,82,88,79,83,69,55,58,86,89,68,85,86,86,68,65,71,76,10,10,10,10,10
55959,Antonio Sanabria,IF,TOTW10,219932,83,25,-1,-1,-1,524546,0,0,0,41,44,0,0,0,2,4,89,84,89,83,94,68,76,82,41,85,26,91,79,87,72,87,87,73,95,72,87,53,86,72,25,19,74,79,73,10,10,10,10,10
55960,Luis Palma,IF,TOTW10,278069,83,16,27,-1,-1,17104937,0,0,0,30,38,39,0,0,3,4,82,91,83,88,81,80,73,77,74,85,28,79,88,85,83,88,79,86,79,84,81,42,91,84,49,45,81,85,84,10,10,10,10,10
55961,Francisco F. da Conceição,Track Stars,N\A,261050,86,12,23,-1,-1,1507328,0,4194304,0,126,23,126,35,36,4,3,96,95,96,96,65,83,50,82,60,75,39,82,83,83,82,87,86,61,45,80,81,43,85,80,51,46,76,82,74,10,10,10,10,10
55962,Richarlison de Andrade,Player Moments,N\A,231943,86,25,16,-1,-1,17235984,0,33554432,0,142,41,142,30,0,3,5,90,87,86,82,92,85,82,85,90,85,50,88,82,87,80,85,87,71,88,67,84,44,86,67,60,50,84,83,79,10,10,10,10,10
55963,João Félix Sequeira,Flashback SBC,N\A,242444,89,27,16,25,-1,917510,0,65536,0,139,38,40,139,43,4,4,91,88,94,90,86,84,70,86,77,90,45,88,87,88,82,90,86,75,77,80,86,34,89,80,47,40,91,89,75,10,10,10,10,10
55964,Xavi Simons,FC Pro,FCPro,245367,92,18,23,27,-1,17629216,0,257,0,132,31,132,136,39,4,5,92,88,95,92,79,91,72,90,84,88,74,86,92,91,86,94,87,76,69,91,94,69,87,91,71,65,70,92,69,10,10,10,10,10
55965,Karim Benzema,FC Pro,FCPro,165153,89,25,-1,-1,-1,25755680,0,1,0,143,41,42,143,0,4,4,83,84,85,83,88,85,85,89,66,89,43,94,89,91,78,88,91,76,95,79,89,47,91,79,27,21,91,85,71,10,10,10,10,10
55966,Sacha Boey,FC Pro SBC,N\A,248266,90,3,7,-1,-1,8394240,0,65536,0,106,3,4,5,106,3,4,91,91,90,91,87,93,85,90,93,87,91,81,69,88,76,86,53,51,69,78,85,91,83,78,91,89,47,73,59,10,10,10,10,10
55967,Victor Osimhen,FC Pro,FCPro,232293,90,25,23,-1,-1,37945362,0,4,0,142,41,43,44,142,3,5,89,95,82,82,97,84,89,93,72,87,37,97,73,88,65,84,93,55,90,57,75,39,92,57,49,25,88,66,78,10,10,10,10,10
55968,Dante Vanzeir,ShowDown SBC,N\A,234905,87,25,-1,-1,-1,19529729,0,0,0,141,42,44,141,0,3,4,92,88,90,92,90,88,78,87,74,86,45,88,82,87,80,85,87,66,80,72,78,46,85,72,34,38,84,81,77,10,10,10,10,10
55969,Mohamed Simakan,Objectives,N\A,243854,86,5,3,-1,-1,43072,0,1024,0,113,11,12,113,6,1,3,81,85,76,76,93,82,87,86,86,84,87,60,73,78,75,78,55,34,84,80,84,83,68,80,88,85,35,60,52,10,10,10,10,10
55970,Nathan Aké,FC Pro,FCPro,208920,89,5,7,-1,-1,134275136,0,2048,0,113,11,12,113,7,2,4,83,81,83,83,91,84,87,89,85,84,90,55,81,83,77,81,52,63,87,84,87,89,69,84,89,86,55,71,56,10,10,10,10,10
55971,Maxi Moralez,ShowDown SBC,N\A,183895,85,18,10,14,-1,590113,0,0,0,132,31,132,21,22,3,4,88,82,85,89,62,86,57,84,76,84,54,90,87,87,83,85,83,79,70,81,85,60,82,81,69,63,83,87,72,10,10,10,10,10
55972,Gabriel Fernando de Jesus,FC Pro,FCPro,230666,89,25,23,-1,-1,9240576,0,16777216,0,141,42,43,141,36,4,4,89,89,95,93,91,87,81,91,88,82,39,89,87,91,81,92,86,60,92,73,88,54,90,73,36,34,85,83,82,10,10,10,10,10
55973,Lorenzo Insigne,FC Pro,FCPro,198219,90,27,16,18,25,21233665,0,65536,0,140,39,140,141,29,4,4,95,88,93,94,75,83,46,88,44,93,41,89,89,93,81,93,85,94,77,93,89,68,89,93,28,31,86,99,87,10,10,10,10,10
55974,Sofyan Amrabat,FC Pro,FCPro,224158,88,10,5,14,-1,136368192,0,0,0,114,15,16,114,113,3,4,77,79,83,87,82,91,89,86,93,87,87,81,85,91,71,86,76,73,71,87,89,88,85,87,89,85,78,82,65,10,10,10,10,10
55975,Exequiel Palacios,FC Pro,FCPro,231521,90,10,3,14,-1,2203648,0,4096,0,114,15,16,114,104,3,5,84,83,88,89,79,84,73,93,90,91,94,85,90,91,76,90,78,59,74,90,91,90,86,90,94,88,68,79,78,10,10,10,10,10
55976,Alex Oxlade-Chamberlain,FC Pro,FCPro,198784,88,23,12,14,18,1442304,0,4,0,137,36,137,118,25,4,4,89,88,89,91,76,83,81,89,85,88,86,88,89,91,88,91,83,68,46,85,88,79,91,85,83,81,68,83,78,10,10,10,10,10
55977,Ryan Gravenberch,FC Pro,FCPro,246104,90,14,10,18,-1,335905,0,128,0,122,18,21,122,131,3,5,86,85,91,89,87,89,87,88,73,91,87,89,95,94,85,95,88,80,70,91,93,83,90,91,83,71,80,85,68,10,10,10,10,10
55978,Emil Forsberg,FC Pro,FCPro,208448,87,18,16,-1,-1,8978529,0,0,0,131,32,33,131,30,4,4,85,84,88,88,71,84,78,87,79,83,54,91,91,92,89,88,86,81,54,88,91,46,86,88,33,40,76,87,89,10,10,10,10,10
55979,Jamie Gittens,FC Pro,FCPro,266032,89,16,25,27,-1,459264,0,4194304,0,130,27,28,130,141,4,4,96,95,95,91,76,88,71,88,50,85,40,90,87,88,87,93,89,59,63,81,88,39,86,81,34,37,83,91,71,10,10,10,10,10
55980,Ferdi Kadioglu,FC Pro,FCPro,235152,87,7,3,-1,-1,13239808,0,0,0,110,8,110,4,0,4,4,93,91,94,92,81,94,81,84,68,84,81,82,81,89,78,92,71,69,69,77,85,85,77,77,85,86,72,79,59,10,10,10,10,10
55981,Sam Morsy,FC Pro,FCPro,197975,87,10,14,-1,-1,57536,0,0,0,116,14,116,19,20,2,4,81,78,79,89,78,91,90,86,91,90,91,74,83,84,73,78,69,73,66,89,89,89,76,89,88,85,63,64,53,10,10,10,10,10
55982,Wout Weghorst,FC Pro,FCPro,223689,89,25,23,-1,-1,140574725,0,16,0,144,41,42,43,144,3,4,89,88,86,84,95,87,97,93,94,89,64,93,81,90,45,88,90,57,99,63,89,57,95,63,75,61,83,48,83,10,10,10,10,10
55983,Fábio Leandro Carvalho,FC Pro,FCPro,256725,89,18,12,14,25,12910593,0,64,0,131,32,131,126,22,3,5,93,91,91,93,69,83,61,89,54,89,51,91,90,93,75,91,91,65,56,88,91,63,83,88,63,42,78,83,63,10,10,10,10,10
55984,Nawaf Al Abed,FC Pro,FCPro,208949,85,18,23,27,-1,25231905,0,0,0,132,31,132,36,38,3,4,81,80,88,86,50,82,73,84,88,85,48,85,90,88,86,85,83,73,57,86,87,80,90,86,52,53,80,83,89,10,10,10,10,10
55985,Federico Redondo,FC Pro,FCPro,269622,87,14,5,10,-1,136347840,0,256,0,18,19,21,112,116,2,4,83,87,82,82,84,92,89,85,90,90,84,83,87,90,73,87,73,70,72,88,90,85,88,88,86,82,55,72,69,10,10,10,10,10
55986,Igor Silva de Almeida,FC Pro,FCPro,242054,88,3,7,12,-1,206336,0,0,0,105,3,6,105,110,3,3,90,92,91,93,87,89,78,85,89,86,89,88,79,89,89,89,58,69,76,84,84,87,90,84,89,82,70,86,58,10,10,10,10,10
55987,Jérôme Roussillon,FC Pro,FCPro,202562,86,7,16,-1,-1,67133952,0,1024,0,109,8,109,27,28,3,4,89,89,88,91,88,85,83,81,82,81,86,78,78,86,81,85,77,66,77,81,83,82,83,81,82,85,69,86,61,10,10,10,10,10
55988,Hassan Tombakti,FC Pro,FCPro,245751,88,5,10,-1,-1,25728,0,0,0,113,11,12,113,115,1,4,90,91,83,78,90,88,91,86,78,87,88,48,73,80,51,75,48,38,79,87,87,85,57,87,87,87,48,63,50,10,10,10,10,10
